,filename1,filename2,label1,label2,match
0,nekumenpgv.wav,kttcqvdgul.wav,3,3,True
1,ooyevtcxvf.wav,ooyevtcxvf.wav,6,6,True
2,ooyevtcxvf.wav,xwrxxvztrb.wav,6,6,True
3,uqvsgllfeq.wav,uqvsgllfeq.wav,1,1,True
4,tsoxcpgasb.wav,pxtgqsabnh.wav,9,9,True
5,zviuujuuou.wav,zviuujuuou.wav,4,4,True
6,rjrqbatlca.wav,xmclwscjcz.wav,7,7,True
7,cgxwaehnir.wav,cgxwaehnir.wav,3,3,True
8,zviuujuuou.wav,iiuanaofgh.wav,4,4,True
9,mokhicvkqf.wav,pxtgqsabnh.wav,9,9,True
10,rjrqbatlca.wav,xmclwscjcz.wav,7,7,True
11,pxtgqsabnh.wav,pxtgqsabnh.wav,9,9,True
12,ieaxshpxwj.wav,ieaxshpxwj.wav,2,2,True
13,iiuanaofgh.wav,iiuanaofgh.wav,4,4,True
14,ztvloagxul.wav,ztvloagxul.wav,2,2,True
15,mokhicvkqf.wav,pxtgqsabnh.wav,9,9,True
16,pxtgqsabnh.wav,mokhicvkqf.wav,9,9,True
17,oagvqxyqxz.wav,uqvsgllfeq.wav,1,1,True
18,oagvqxyqxz.wav,oagvqxyqxz.wav,1,1,True
19,tsoxcpgasb.wav,tsoxcpgasb.wav,9,9,True
20,mokhicvkqf.wav,pxtgqsabnh.wav,9,9,True
21,cgxwaehnir.wav,kttcqvdgul.wav,3,3,True
22,pxtgqsabnh.wav,pxtgqsabnh.wav,9,9,True
23,nvdmllxvqy.wav,rjrqbatlca.wav,7,7,True
24,xwrxxvztrb.wav,afceoescqs.wav,6,6,True
25,rjrqbatlca.wav,rjrqbatlca.wav,7,7,True
26,oagvqxyqxz.wav,oagvqxyqxz.wav,1,1,True
27,tsoxcpgasb.wav,pxtgqsabnh.wav,9,9,True
28,rjrqbatlca.wav,rjrqbatlca.wav,7,7,True
29,tkaorzfyzc.wav,oagvqxyqxz.wav,1,1,True
30,uqvsgllfeq.wav,fseivkaego.wav,1,2,False
31,rjrqbatlca.wav,iiuanaofgh.wav,7,4,False
32,tkaorzfyzc.wav,tsoxcpgasb.wav,1,9,False
33,ztvloagxul.wav,tsoxcpgasb.wav,2,9,False
34,nvdmllxvqy.wav,zviuujuuou.wav,7,4,False
35,ieaxshpxwj.wav,rjrqbatlca.wav,2,7,False
36,mokhicvkqf.wav,afceoescqs.wav,9,6,False
37,jpjcecupwp.wav,xmclwscjcz.wav,4,7,False
38,oagvqxyqxz.wav,ztvloagxul.wav,1,2,False
39,tsoxcpgasb.wav,zviuujuuou.wav,9,4,False
40,uqvsgllfeq.wav,fseivkaego.wav,1,2,False
41,jpjcecupwp.wav,cgxwaehnir.wav,4,3,False
42,tsoxcpgasb.wav,kttcqvdgul.wav,9,3,False
43,uqvsgllfeq.wav,iiuanaofgh.wav,1,4,False
44,nekumenpgv.wav,uqvsgllfeq.wav,3,1,False
45,ieaxshpxwj.wav,oagvqxyqxz.wav,2,1,False
46,pxtgqsabnh.wav,ooyevtcxvf.wav,9,6,False
47,afceoescqs.wav,xmclwscjcz.wav,6,7,False
48,jpjcecupwp.wav,nekumenpgv.wav,4,3,False
49,ieaxshpxwj.wav,afceoescqs.wav,2,6,False
50,ieaxshpxwj.wav,zviuujuuou.wav,2,4,False
51,oagvqxyqxz.wav,zviuujuuou.wav,1,4,False
52,zviuujuuou.wav,tkaorzfyzc.wav,4,1,False
53,zviuujuuou.wav,tsoxcpgasb.wav,4,9,False
54,iiuanaofgh.wav,nekumenpgv.wav,4,3,False
55,oagvqxyqxz.wav,jpjcecupwp.wav,1,4,False
56,mokhicvkqf.wav,xwrxxvztrb.wav,9,6,False
57,zviuujuuou.wav,ztvloagxul.wav,4,2,False
58,xwrxxvztrb.wav,pxtgqsabnh.wav,6,9,False
59,mokhicvkqf.wav,xmclwscjcz.wav,9,7,False
60,nvdmllxvqy.wav,iiuanaofgh.wav,7,4,False
61,cgxwaehnir.wav,afceoescqs.wav,3,6,False
62,tkaorzfyzc.wav,mokhicvkqf.wav,1,9,False
63,fseivkaego.wav,nvdmllxvqy.wav,2,7,False
64,ztvloagxul.wav,iiuanaofgh.wav,2,4,False
65,afceoescqs.wav,xmclwscjcz.wav,6,7,False
66,cgxwaehnir.wav,xwrxxvztrb.wav,3,6,False
67,tsoxcpgasb.wav,ieaxshpxwj.wav,9,2,False
68,fseivkaego.wav,kttcqvdgul.wav,2,3,False
69,nekumenpgv.wav,ooyevtcxvf.wav,3,6,False
70,uqvsgllfeq.wav,jpjcecupwp.wav,1,4,False
71,xmclwscjcz.wav,cgxwaehnir.wav,7,3,False
72,ooyevtcxvf.wav,ieaxshpxwj.wav,6,2,False
73,cgxwaehnir.wav,afceoescqs.wav,3,6,False
74,jpjcecupwp.wav,rjrqbatlca.wav,4,7,False
