,filename1,filename2,label1,label2,match
0,rfjllsqsdk.wav,lnqsjqmyks.wav,207,207,True
1,ycdinlhbms.wav,ycdinlhbms.wav,102,102,True
2,rfjllsqsdk.wav,ctpfqrfjkm.wav,207,205,False
3,fsohitjzej.wav,zjhfdatcqf.wav,206,208,False
4,ixkhocbexb.wav,jlzswxwpsr.wav,211,216,False
5,zhuoofjubf.wav,radtqbspve.wav,215,200,False
6,xnzsiyorwy.wav,porggqhlib.wav,216,216,True
7,dsypcprhpa.wav,vynfgxttcp.wav,103,103,True
8,porggqhlib.wav,qqucfkznez.wav,216,108,False
9,txeprqxfum.wav,aibjsgeegu.wav,217,217,True
10,shjokxnzux.wav,bidasxlymp.wav,213,213,True
11,mnkrdgpbgd.wav,mnkrdgpbgd.wav,212,212,True
12,rjrqbatlca.wav,rjrqbatlca.wav,7,7,True
13,ixkhocbexb.wav,zhuoofjubf.wav,211,215,False
14,qgaehindtv.wav,zhuoofjubf.wav,206,215,False
15,kovqiznllc.wav,kovqiznllc.wav,101,101,True
16,ndhsmlansj.wav,ndhsmlansj.wav,101,101,True
17,rupzhrxnvo.wav,dumxartuej.wav,8,8,True
18,xwrxxvztrb.wav,qnzjyterey.wav,6,103,False
19,oqdpexpbcn.wav,xjcwvtcyce.wav,204,215,False
20,mokhicvkqf.wav,bidasxlymp.wav,9,213,False
21,qnzjyterey.wav,porggqhlib.wav,103,216,False
22,zxogapkubr.wav,radtqbspve.wav,200,200,True
23,xjcwvtcyce.wav,xjcwvtcyce.wav,215,215,True
24,oqdpexpbcn.wav,elesgfaxki.wav,204,213,False
25,pxtgqsabnh.wav,pxtgqsabnh.wav,9,9,True
26,afceoescqs.wav,auekkfhgvs.wav,6,107,False
27,ugsvpqnwjq.wav,jlzswxwpsr.wav,5,216,False
28,ltmfyyflem.wav,aibjsgeegu.wav,214,217,False
29,ijxuxxcvuh.wav,oqdpexpbcn.wav,209,204,False
30,mnkrdgpbgd.wav,bidasxlymp.wav,212,213,False
31,xjcwvtcyce.wav,jkhivvzers.wav,215,201,False
32,txeprqxfum.wav,ehxeagksdh.wav,217,217,True
33,aibjsgeegu.wav,nteucpudss.wav,217,109,False
34,jlzswxwpsr.wav,bwvapouaiz.wav,216,207,False
35,nteucpudss.wav,ctpfqrfjkm.wav,109,205,False
36,wlbegoogpi.wav,xnzsiyorwy.wav,109,216,False
37,kzrfldkdiu.wav,dsypcprhpa.wav,211,103,False
38,auekkfhgvs.wav,pxtgqsabnh.wav,107,9,False
39,kovqiznllc.wav,rupzhrxnvo.wav,101,8,False
40,ltmfyyflem.wav,ltmfyyflem.wav,214,214,True
41,dumxartuej.wav,ndhsmlansj.wav,8,101,False
42,ocavchpcbv.wav,ocavchpcbv.wav,presentation-password,presentation-password,True
43,ijpnxmctdv.wav,ijpnxmctdv.wav,212,212,True
44,dumxartuej.wav,vynfgxttcp.wav,8,103,False
45,rjrqbatlca.wav,mvkyhqdwub.wav,7,109,False
46,mvkyhqdwub.wav,rgxpztuhny.wav,109,212,False
47,rlipljgxjj.wav,bjmudjflmc.wav,205,204,False
48,ooyevtcxvf.wav,afceoescqs.wav,6,6,True
49,mffbtntxqa.wav,ltmfyyflem.wav,test with talk,214,False
50,oqdpexpbcn.wav,wlbegoogpi.wav,204,109,False
51,ztvloagxul.wav,ayelsyhuxs.wav,2,209,False
52,qvevekybnq.wav,fsohitjzej.wav,203,206,False
53,fztigkaxcq.wav,jkhivvzers.wav,210,201,False
54,hpksmzrrau.wav,cbowckbxbf.wav,102,203,False
55,bwvapouaiz.wav,oenzzjfabf.wav,207,204,False
56,mjdenbdxcj.wav,mvkyhqdwub.wav,201,109,False
57,ycdinlhbms.wav,shjokxnzux.wav,102,213,False
58,mnkrdgpbgd.wav,vynfgxttcp.wav,212,103,False
59,tsoxcpgasb.wav,qgaehindtv.wav,9,206,False
60,pzcxpzxpxd.wav,pzcxpzxpxd.wav,2020,2020,True
61,mnkrdgpbgd.wav,xnzsiyorwy.wav,212,216,False
62,bjmudjflmc.wav,oqdpexpbcn.wav,204,204,True
63,cbowckbxbf.wav,nvdmllxvqy.wav,203,7,False
64,csbfhksvpj.wav,ooyevtcxvf.wav,201,6,False
65,ixkhocbexb.wav,shjokxnzux.wav,211,213,False
66,elesgfaxki.wav,ozrzqfepzk.wav,213,110,False
67,bjmudjflmc.wav,qvevekybnq.wav,204,203,False
68,haflvkblwb.wav,qdcdgqjjdr.wav,107,107,True
69,kovqiznllc.wav,zxogapkubr.wav,101,200,False
70,jkhivvzers.wav,bidasxlymp.wav,201,213,False
71,elesgfaxki.wav,ltmfyyflem.wav,213,214,False
72,xwrxxvztrb.wav,xwrxxvztrb.wav,6,6,True
73,ijxuxxcvuh.wav,kovqiznllc.wav,209,101,False
74,rupzhrxnvo.wav,pzcxpzxpxd.wav,8,2020,False
75,nteucpudss.wav,cpmlugjfbg.wav,109,210,False
76,eoezebbvxg.wav,cskyaempjh.wav,210,203,False
77,txeprqxfum.wav,tsoxcpgasb.wav,217,9,False
78,mnkrdgpbgd.wav,oenzzjfabf.wav,212,204,False
79,puebabxdeo.wav,lsfmvnghqw.wav,110,208,False
80,ooyevtcxvf.wav,tsoxcpgasb.wav,6,9,False
81,auekkfhgvs.wav,auekkfhgvs.wav,107,107,True
82,shjokxnzux.wav,xmclwscjcz.wav,213,7,False
